NU_INSCRICAO,NU_NOTA_MT
854ce153823802674f35bbe1ec010b12e9b3a56f,408.20514488426363
27f1db4e266b154f6f7fbef9c225fab472652a7b,412.669138380985
11b90bed4a05d11169f308370faf81d6e9ca2c4f,400.21134060721624
e001e1d73163c327a4d800697b1b36cd6921f60d,500.9300878723051
b83424ca8973e4b2eebf6eb9e26e842999432d22,411.98643660264366
912d751c54b46c860c5ba61666fc6fc59ca2689d,396.5719803121262
e114f7b197069bde8e158a0dbeaa022dd0c4e280,415.38991749699426
fa84edf183bd459ea9394d77bdc191683a75ff66,534.8062442709827
76190ff09a736ff83169394b770699b2709c5a27,487.5696762924424
515db15df8581ae72bb8e8358833016adee74e02,438.02530299168654
e2a05053c19e6fba60d0e582e6c7f371728a7106,430.5519801992939
2378556841bc8d5746f2b94d6adefc2db20f9518,479.42807518388037
796d558152d241567f8a72b535a5e36fe78886f3,476.86499195486465
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,485.11237940999786
3c748fc7a94edb7ac1484373751ffa8574a3281d,421.2531655920585
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,389.5547153064335
10a1e8808e744c619376bff659f859cd71e8c41d,422.3534128422575
fc959dafc37dde3f173f083486d84ce5c817443f,419.90346391574013
6979d91c0a1903a336c640e14eed100821a0e24d,489.5087828460024
d4e37c4c1235ce014392f6c8ba0436f195b9e459,545.010159616533
565a955a60c6073157aa869c0351c626a7171ef3,520.6808907058221
99be797e423b5ae08fe342ea772738f71975df47,527.1570091583433
b579ea83f2d6c15b2c717d16a89827d65f39904b,364.9713773327448
e9373b5c22567bec508f2fa2580e4dc3ff687caa,482.489947023183
a465af361b68bd536dd8bf61d522b9b21755ab60,481.79371248822315
c8feec2a94d996d03534ce935dec7a034667f107,616.0920899659504
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,455.1888590166775
f4f7888cfe88b7a3b0f3d94749921976353ae82c,386.35741824720355
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,383.54355365798676
2e466f15ac7b80870736fac2d0cf4bd7f362e852,367.5517835771325
fc83a5c665f70f39b4c7d326118cbf21a898e660,555.3153197938047
ced4913c2220be57c54bc9f87bb4f441d5976671,427.63075918711195
880ade460a231d722e8bb0e4d17f3c8f77663d37,409.0811767087856
7c869f5b89ddf3130c87011b6508ee59e32682c5,406.86155256674715
9027f65d4e576928ca59690c280050c53d66506a,562.519533330852
09eb415bcb9842d207139c8bddf32427a134d51e,466.3988680258788
f8224c83e27f4921df62876f7ff660b1dab3d974,432.30106749397544
dfec3182aec0997207e0845b072498065ec89aac,491.29461526062016
d653549f6d0ba70e2113b2cc56e9a83e331d2462,515.5121390116617
e95674df974af80342f676ca9e3540aecec2b8dc,517.546739973651
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,427.2153346601541
22d86e8b43a9412df86ec15ac231b9919e3ec905,395.80027210202286
1c61035799f6afe7f44c1fb68567d7a8945c3943,515.5034454222632
d5ed4b8732b0d7127a64f7e71137d321c56cc198,406.1908450967496
63edbbe59337f861a710bee4fe8a691d231f23da,399.1859591110989
21b8ef230efbfca6b5f15b36a3243d76ed390967,480.3439704087957
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,427.64492240158995
3de3c134579726fe4606b7a05f82ce19f00adb09,587.7404009171499
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,440.1159694151371
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,434.25732085666266
520c60d32fd2af8be76abd332859b36d8ae45900,463.10080168495335
6cb6e2310b52c2898e500f81bea938446592568b,454.0167642399879
0193b535914e1c5a445bede11a408bf1709cd3cb,441.58596205473106
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,498.19566924662223
9b378e3937af8e97d4753cdf0c8917306354aaaf,477.05835757526927
1c92f54a5fe563622a0e23cf116461a7e147efd8,461.3883313809391
90facc45f7578775e3278aa0bd4fb59dad4d37c1,427.2123578095466
c8062c4cc7e023996bd37b87295f5a2957ddb172,412.1536276549193
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,569.1606805658507
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,450.737908139496
1b61f7e184c7040ae4cea725153965e1f7f75308,410.8260494033499
95a9c65324583892b2d1a0c1c5163488f92d4a6d,391.1892912904281
5b7e7632cf766876026d0da6aa7c6df77bc13438,458.09730313274645
96fd0462597b8cf21b1e918c1947106cd8359e5d,489.7638955793533
5c1cef937c40bf8c30c119160bedde7ef679454e,491.415364013506
e39fbeab552a4b6492346d821d095c3a0d691555,438.2284075497928
93694c58636eabfe86550e734efb3775ba4d739f,504.9067167089971
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,512.2438552029632
6c05e70130682975c1485a862b6e08b895650671,416.6220300894694
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,452.39175759349877
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,362.5979456655284
283df09083d3c7bec2590f22355c7ba32ec88623,438.2491294679221
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,499.6802645015933
23131f453efc29c2af9553d307692c60a3add1ae,426.50520474598676
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,408.4554403421002
941646a7d24ee2837d7de90ff0a736bb8f61d68c,414.1658588724456
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,501.989125913875
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,397.857839786858
72882a9cffe151d94be90e02ce3967a91b628099,483.21049666245483
cf62916c9829bd3ad05104151eee856d6de7ca1c,539.6609787795896
6b8f4241357e65c0491cc0ef96396f811574134c,449.91986115551515
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,469.9469868881166
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,450.5901001601411
8288badec4740382dbf7c33e4095cd4db0021bf7,379.1144710269858
5e139289eb167622f915eea3d1d6e49d15d1c873,458.23604466753886
fc050b2c8fa3446890fe1418332352177dd34506,417.6168203151689
8f309746992f374b4c2ea88f171233a9469ba649,498.7749849480546
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,460.24293171523686
145b6344526f9df32f4046c8227282477c51d69f,403.8339497061735
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,421.45960312218506
b23775f4cd460ba687d77b058f2bc46381a0fbfe,489.60971372387706
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,549.405506084394
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,413.1483239702024
2bf8abe8000927aeff885fdb26e82579b54bb657,376.57394881149656
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,479.36781668817923
3ef584654da4e658ecdffb68bc4398c97f850ccf,486.6554913167903
ea90166cae72eec871b4100ed8df997253bea84b,388.3176216883619
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,502.80676457714316
39e7d2bf0be98a9698aa1369b7ca5576d392a777,404.6203086952663
01d88812b1d865b9797b9c57ed7538527593eb1d,525.2815603370793
879d82fe92a01214851fbeb62cd533fbc9d4ab87,486.6023595100258
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,437.7364742434197
a185d42f150631e1f22e1d81f965dda9833d0bec,414.95449760758464
c5994a51d6c24ee4360aee344cebf55bd01c39e3,508.22587702358624
bbe2574187920d91ca67a657c5a476f92f8ac142,413.15428118552586
8637d558542ccd4a1cd1d3ab336711edad60a966,483.9322661913218
30fd3c461823b211ad79159256fdb3eb101deff0,429.74674870551075
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,435.2221243816271
4d12becc50fceaa6423313e98858cee7d438cc36,456.59351911547117
5c55594ff65d25732d6104cf60588ae877cb6e9c,470.54260788502864
ebd6ed760a482a95ddc04d78254761296ea73608,505.0530951142056
4ea487e7fd10b89407bd3c72366366f5b505847f,453.8019170338478
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,439.3407490499915
49a9374bc759c6a4d1f8fce5ade5908afe72803c,449.06739262396377
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,469.75527503396404
0f31c91179f811dc6de3d071914cba2716013473,429.93207297450186
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,448.5987609958786
a945e7b0eedbc6722edf61c6e9115199efa0e79b,559.7841859681009
b52cae71211465e9b76723d1dab3cbb973a76a5e,441.97951477081307
c64825379cc10911781e842c315951b835c0246d,482.97022423381486
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,382.38962197884416
d077ad9b71684906e32bdfefac01c893ff875c40,481.9145480751808
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,460.30270497998606
44cb1704d691a020beab734f494635e2603af38b,436.5200307578426
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,433.8319427788587
623b39408740e01c79d585779f119b7bd31aca5e,354.15522349144885
0954f039d7ce9b83b763b6406d3be54af9d386a0,377.9458515354389
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,465.5951230772298
bc764ff3e2905ae18491fcc46b2cf1812bf43771,567.0850438194207
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,458.42795488814386
b62836e36b6a37a18823b0176647b31ed84bd759,415.0827949051197
48b56e1d641022967e5b2791de675d524b685afe,365.7571017047524
6432732876989f4279e03bea20c37a21e0ce488d,548.1841800229373
c322f8d156e174e549a44fdde96be32358ab85a3,410.8716548181094
92f7742f9719e14801466a45e33f904e27be2b17,480.0021951821325
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,404.7047899441684
bfa438beba3914291e0978747404004f6ac79179,475.79206865124263
9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,431.7681420542392
7db2c8ad5fbddb754318a9f7d0503ef849ef5729,402.6159906211074
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,476.64918505033404
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,374.0139487031143
b10d3fcde629e4b68758d3dc58911a113837d255,419.2963621253338
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,412.02592265334425
587f219b07191d201677be07e43852b73a5dfeda,439.0234995935008
c669af3c60a62511990ed5f486c525285df59750,507.09620197143306
0dc0351a9da12f74bd5ebc918d60f9580be35182,490.53421012202267
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,410.33085365254556
d053a386f5497719e02334cc444acc545258bc3e,509.79013227855734
446a666ce7e015158181ce032e318a2ceffad8e1,434.710259107585
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,415.45753759740205
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,429.9360904823482
dc56167fb0ffcbf92624206591985da23ba078a3,475.9135473277686
10f8e410cadeee997d11e86ed5749c98c184f102,400.41582915407196
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,478.95730159525334
b18c91072332db5e81e51adf0ad4a18c682fe025,445.04163226829803
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,434.7107192755733
040e479d45f83b7944be895d04b035489e544ab1,436.1181106471985
b505434998285eb78dfdb4341e4a29cc13a2130a,384.77923214697245
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,437.7933556529371
1167115298a1ed2c659e1e365224311af48ff8e6,526.4650330228876
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,426.04026000267555
386238d9cc8f497486ec335159e3d3fb59d9d57c,504.61667697851345
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,417.92974964963133
961f5a44f06750c88181c1809c6d002252b8d4e9,443.72609736355764
24605a2eda427ea715d61e72f5e40d6afd31bcfd,533.5487932216515
9810f9ad1fed4a44dd3150d3a93c2321402176f7,436.32968645258416
0b01e142abc07e710ae4f8a315866d95f16d592b,417.3252592696373
ab9b69839b48825032b5f4778eea40e321c1ece5,456.62467602787257
3004e0b4f4b454854f0bb254473aa012e17071fd,532.483347784952
84083dec8994b0da91c7be5bd5cf540a92d367f9,442.7007256128569
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,472.2952261373688
55a278c454fb7415451563c61ed46f5d9dc352d6,445.2762313615448
051c748ebab016611de489dfc13b6616d1070361,489.6919128298509
e2f476ff901b0c67a7df201c865aca3219bfd803,471.7345114697696
7ae5a82f05c571cbccd3d1057aa2ee320633335c,496.1385679885218
1c86c6bc97a76e31219f8902c13627c0de70c6cb,502.238820167409
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,413.9057524901448
acbc30d483ea45980ae8919a1e608acbb560d796,449.6149606173127
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,486.42980182937265
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,439.04595181482557
a5c39ced20251de476553163291f5141f9b66d1c,389.52003659840204
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,413.85890556974994
85e6b7523bb635e5552fa91b4a79122118918668,516.2231137150102
5443c9e35006e84510c518efc894c075b606c83f,327.3269953615798
80b9f96ee31137fbe9158841eb193d26d6dd762b,492.80632566159574
6091d7a1acb022b664e212bbc322932384824ab4,438.00008532260927
828f1541b637d7781583e98f754bbb433f2d1dd8,486.5279423838896
aace2a613988d1619385514862b227ec1a616255,347.32119273723873
45a6fba80a860b768d6b4172b97e35f0b06db075,489.2016599418283
4b93629e017653c27a7ac99b9ed6fafa003a6777,483.05833171074664
ddd68576dd27c673687d8b04057adc396a75f566,433.17531461323216
ed9e6225f3914f90c61a39572bf1ad207688a3f0,441.61784956937845
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,500.90229968150174
afcb620ab13d96348763196f200b6bf94ab1c060,451.185158261929
7cfb1d64261039d25784ecc70e9bf286ac9492c9,439.49824804408604
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,414.11791546983096
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,418.59222818864896
